Username,Genre,Followers,Likes,Plays,Reposts,Comments
 Deemed ,Rap,14848,202,5960,36,14
 Deemed ,Rap,14848,5576,242764,730,22
 Deemed ,Rap,14848,273,8900,62,11
Deemed ,Rap,14848,3997,168957,676,107
 David Shawty ,Rap,13057,2595,172121,209,40
 David Shawty ,Rap,13057,786,56993,72,9
 David Shawty ,Rap,13057,879,60091,80,37
 David Shawty ,Rap,13057,2036,105371,161,51
 David Shawty ,Rap,13057,951,57257,66,24
 David Shawty ,Rap,13057,790,41784,73,39
 David Shawty ,Rap,13057,781,36270,67,35
 David Shawty ,Rap,13057,1234,70222,89,78
 David Shawty ,Rap,13057,1963,101763,162,111
 David Shawty ,Rap,13056,583,21832,24,28
 David Shawty ,Rap,13056,568,19433,35,23
 Pasto Flocco ,Rap,12765,2439,185725,68,69
 Pasto Flocco ,Rap,12765,3074,197637,119,150
 Pasto Flocco ,Rap,12765,1423,91053,35,44
 Pasto Flocco ,Rap,12765,1988,168935,59,68
 Pasto Flocco ,Rap,12765,1077,83858,30,19
 Pasto Flocco ,Rap,12765,3677,258778,132,147
 Pasto Flocco ,Rap,12764,718,17665,21,48
 Pasto Flocco ,Rap,12764,1008,22683,32,91
 Pasto Flocco ,Rap,12764,618,15692,19,42
 Pasto Flocco ,Rap,12764,834,19908,22,43
 Pasto Flocco ,Rap,12764,735,18752,15,40
 Pasto Flocco ,Rap,12764,671,18010,24,44
 Pasto Flocco ,Rap,12764,599,18478,13,45
 hampi! ,Rap,12257,734,33450,55,25
 hampi! ,Rap,12257,377,21121,19,4
 hampi! ,Rap,12257,1156,62657,51,27
 GrownBoiTrap ,Rap,12012,50191,3531571,4377,181
 BBY GOYARD ,Rap,11934,1734,79180,123,40
 BBY GOYARD ,Rap,11934,14496,857313,976,284
 BBY GOYARD ,Rap,11934,1360,62005,134,23
 BALA CLUB ,Rap,11877,1564,59684,161,45
 BALA CLUB ,Rap,11877,498,17585,44,19
909Memphis,Rap,11742,3434,172013,342,70
 distance decay ,Rap,11293,574,20521,66,30
 TRiPPJONES ,Rap,10794,1080,46043,242,31
 Drugrixh Peso ,Rap,10694,9791,556961,1072,46
 Drugrixh Peso ,Rap,10694,3667,254180,290,11
 Drugrixh Peso ,Rap,10694,4492,276917,323,16
 CashBently ,Rap,10199,5292,317776,408,143
 CashBently ,Rap,10199,1654,106344,102,70
 YungJZAisDead ,Rap,10061,1157,69685,173,32
 YungJZAisDead ,Rap,10061,1687,89387,255,51
 Boom League : Hip Hop & RnB ,Rap,9391,94840,6628608,5483,342
 Lite Fortunato ,Rap,9352,1123,53933,110,6
 ppgcasper ,Rap,9336,1806,100825,150,44
 Ft. King Louie - Thats how we move by Lawless Inc. ,Rap,9273,105527,8568709,12937,709
 50Trax ,Rap,9032,47007,3084844,4441,212
 Dirty__Vans ,Rap,8253,7736,585985,790,50
 MilanMakesBeats ,Rap,8199,6589,340620,663,35
 Snoopy Dinero ,Rap,8197,60695,5402433,2957,189
 weef leaks* ,Rap,8145,39061,1972407,2837,161
 mechatok ,Rap,7812,4353,183484,450,135
 Drugrixh Hect ,Rap,7771,1988,174088,115,3
 Drugrixh Hect ,Rap,7771,2492,240763,137,3
 Drugrixh Hect ,Rap,7771,2453,250638,137,4
 Drugrixh Hect ,Rap,7771,1393,123885,78,3
 Drugrixh Hect ,Rap,7771,1790,149947,101,2
 YungenPlayDirty ,Rap,7737,3018,165296,451,7
 DJ PHAT RADIO © ,Rap,7624,247,10020,30,1
 DJ PHAT RADIO © ,Rap,7624,243,8978,20,0
 DJ PHAT RADIO © ,Rap,7624,88,3204,5,0
 YEAR0001 ,Rap,7623,49776,2552358,5182,358
 White Armor x Dj Kenn Aon by DjKenn AllOrNothing ,Rap,7518,3521,188272,353,59
 Mike Labyrinth ,Rap,7426,1088,41020,191,23
 GOONIE ,Rap,6951,2020,99186,129,125
 Tadoe Da Savage ,Rap,6710,3941,226175,268,21
 BEEZ EXCLUSIVEZ ,Rap,6701,2848,117998,297,15
 CoreyLingoBeats ,Rap,6673,17641,1031860,2189,93
 CoreyLingoBeats ,Rap,6673,1264,74585,96,5
 CoreyLingoBeats ,Rap,6673,9098,458367,857,48
 mixed matches ,Rap,6638,568,34769,38,20
 mixed matches ,Rap,6638,719,43016,55,19
 mixed matches ,Rap,6638,1436,68596,124,63
 mixed matches ,Rap,6638,1698,89331,135,57
 SBOY - THEHASHCLIQUE ,Rap,6474,1120,44263,182,37
 LIL SHINE ,Rap,5815,1186,72046,70,53
 LIL SHINE ,Rap,5815,519,31234,25,18
 ManeMane4CGG ,Rap,5732,1425,80182,179,6
 ManeMane4CGG ,Rap,5732,2177,128366,290,7
 ManeMane4CGG ,Rap,5732,2108,141475,214,16
 Lil Reese #300 ,Rap,5658,26365,2067435,4588,267
 Lil Reese #300 ,Rap,5658,7199,570091,618,26
 cp ,Rap,5570,1696,96358,151,40
 zellyocho ,Rap,5531,570,26017,30,21
 ATL 8A8Y by zellyocho ,Rap,5531,303,16782,18,7
 nappy 01 ,Rap,5383,564,27449,45,9
 Percocet ,Rap,5253,10638,579603,757,31
 Percocet ,Rap,5253,55039,2905194,3254,236
 Percocet ,Rap,5253,16520,980035,1265,76
 SODMG ,Rap,5248,10415,875517,936,53
 sadbalmain ,Rap,5242,731,33194,60,12
 S I L Δ S I S D E ▲ D ,Rap,5177,4358,221534,629,99
 Gnealz ,Rap,4826,4190,193405,492,11
 Gnealz ,Rap,4826,11003,423092,1608,83
 killavesi ,Rap,4807,1573,64082,152,37
 Buku Bandz ,Rap,4805,4663,251585,392,50
 JuggGems ,Rap,4696,26992,1574823,1795,171
 JuggGems ,Rap,4696,5008,277844,354,8
 Vision4k ,Rap,4606,1556,80158,152,41
 yungster jack ,Rap,4470,146,8450,16,7
 yungster jack ,Rap,4470,198,9576,13,9
 yungster jack ,Rap,4470,169,10055,7,5
 Carl Wheezer ,Rap,4282,4980,130139,403,453
 Carl Wheezer ,Rap,4282,669,14482,75,145
 GloGangTwins ,Rap,4280,85,7454,16,6
 Vlone Money Team VMT ,Rap,4223,8024,448343,988,24
 Yung Astro ,Rap,4197,452,30228,31,2
 Scarfo Da Plug ,Rap,4182,6894,718695,432,27
 callari ,Rap,4182,1156,26962,75,22
 Akachi Beats by 458 KEEZ ,Rap,4013,610,27281,70,3
 458 KEEZ ,Rap,4013,1280,91138,135,7
 StackboyTwaun ,Rap,3966,41142,2661091,2359,107
 korosu ,Rap,3928,1149,41124,175,49
 glizzy f baby ,Rap,3920,7990,522626,984,28
 Thrillboy ,Rap,3882,1478,78418,82,35
 Chief Keef ,Rap,3776,13463,811521,1109,135
 Akachi ,Rap,3639,1361,97749,96,11
 Akachi ,Rap,3639,219,14588,15,1
 Akachi ,Rap,3639,1123,56710,109,9
 Akachi ,Rap,3639,441,20929,57,1
 Akachi ,Rap,3639,560,21708,80,3
 Akachi ,Rap,3639,1371,52080,176,1
 Akachi ,Rap,3639,1085,54950,84,6
 Akachi ,Rap,3639,1969,119037,149,12
 Akachi ,Rap,3639,687,33011,57,4
 Akachi ,Rap,3639,1992,135585,159,7
 Akachi ,Rap,3639,2588,140264,126,23
 Akachi ,Rap,3639,2182,77952,118,21
 @Ghostrage X @AkachiBeats by Ghostrage ,Rap,3478,26,1025,4,1
 www.localsavage.com ,Rap,3293,260,20563,17,1
 SeanTrackz ,Rap,3243,2961,205187,361,19
 TayMasterChef ,Rap,3209,6432,321001,523,19
. 6Silky x Akachi by Lil $ega ,Rap,3190,685,34411,89,6
 ARS WAS TAKEN ,Rap,3175,312,11095,28,7
 Ka$hh Got Bandz$™ ,Rap,2933,8940,704105,556,74
 HIP RAP ,Rap,2785,2182,106295,293,13
N/A,Rap,2756,3472,50246,653,559
 Lapone Tarantino ,Rap,2726,3586,191861,527,24
 rich young,Rap,2615,31079,2328064,1068,53
PesosBaby ,Rap,2604,95670,7578732,6118,322
 2kthagoon ,Rap,10721,4600,608003,554,57
 2kthagoon ,Rap,10721,4709,279923,543,60
 TygaTrackz ,Rap,6002,169360,11630535,10807,283
 The Hip Hop Wave ,Rap,5936,82497,6433570,3877,200
 SEBii,Rap,5868,766,20819,66,43
 DrakeTracks ,Rap,5275,13220,921182,1845,114
 DrakeTracks ,Rap,5275,28544,1794953,2911,47
 OTWGBEATS ,Rap,2484,2628,163298,289,7
 w3bcam ,Rap,2288,1348,59806,121,62
 swoopy ,Rap,2175,569,26776,52,25
 loveboy ,Rap,2157,484,18277,56,23
 @sglilyy ,Rap,2057,445,12897,45,18
 @sglilyy ,Rap,2057,263,7442,24,14
 @sglilyy ,Rap,2057,563,18788,71,32
 @sglilyy ,Rap,2057,894,46695,81,35
 Finesse God 2 ,Rap,2018,1197,69338,60,6
 The Real Lil Dude ,Rap,1362,817,56183,96,1
 SHOTTi ,Rap,1313,292,15083,36,9
 DMV PROMO ,Rap,1294,1164,67527,30,3
 Blicka Music. ,Rap,1294,551,14267,112,79
 bloody shield ,Rap,1183,1196,65195,90,67
 bloody shield ,Rap,1183,942,42097,85,40
 notforprophet ,Rap,1098,7336,130186,991,278
 glo_gang_nation ,Rap,1098,281,20132,42,1
 glo_gang_nation ,Rap,1098,4530,349042,347,25
 glo_gang_nation ,Rap,1098,2949,232111,222,15
 Savage Squad Records ,Rap,1087,691,43377,60,1
 CEONRPG ,Rap,1068,316,13312,40,26
 digiaches ,Rap,999,276,14456,33,19
 digiaches ,Rap,999,146,5521,9,7
 PACKRUNNER ,Rap,825,50609,3677431,3272,95
 SouIja Boy ,Rap,731,1485,110316,237,28
 ION USE THIS SHIT NOMO ,Rap,722,725,36874,61,7
 Heat Uploads ,Rap,708,51,1896,4,1
 Prod. John Lo by $olo ,Rap,708,286,20287,62,2
 MF808 ,Rap,706,91196,6536252,3337,300
 XclusiveTrackz2 ,Rap,584,22436,1829047,1996,192
 SMOKING.THOINK$ ,Rap,584,135,7199,14,1
 DMVGlizzy ,Rap,565,1029,72581,31,13
 WorldStarHipHop Music ,Rap,468,340,27892,9,0
 Lil Herb by Brilly B ,Rap,467,80814,6063350,5303,168
 ❅ICYRADIO❅ ,Rap,455,154,10250,6,0
  kobie from other world ・ソニック ,Rap,453,6,266,1,2
 PackrunnerSummrs Summrs Archive ,Rap,440,3560,228341,169,80
 PackrunnerSummrs Summrs Archive ,Rap,440,644,28434,24,9
_Im_The_Shit_SNIPPET.mp3 by Chauncy Coleman ,Rap,370,856,66171,41,7
 Leak God ,Rap,353,99,8511,7,1
 Glo Boy Musick ,Rap,332,711,47020,34,3
 FutureTrax ,Rap,330,2164,150582,148,7
" 9eno, Big Mechoo - Real Deal by RZN ",Rap,327,2258,187003,69,11
 FATFUCK THE FINESSEGOD ,Rap,309,3254,209179,182,12
 Ballout ,Rap,274,145,8483,23,7
 Chief_Keef ,Rap,256,1605,119868,75,5
 vonn3hunna ,Rap,156,4145,262199,423,14
 tygamann123 ,Rap,148,23380,1950286,1839,172
 DAYSTAR AKA BIG CRACK PROVIDES CUTTTHROAT MUSIC ,Rap,143,499,39048,35,2
 RICHFOREVER MUSIC FAN PAGE ,Rap,67,214,16550,15,4
 wizthegreat ,Rap,62,5899,520653,473,32
 Dolan Beats by ilovememe ,Rap,61,1759,127804,265,4
 shyne ,Rap,43,515,21322,29,14
 ｊａｒｊａｒｊｒ ,Rap,41327,5416,294241,713,95
 Jay Nebula ,Rap,40126,43179,1523512,10947,703
 C Y G N ,Rap,39558,6165,190173,1382,230
 Swoosh God ,Rap,32946,13227,690053,1174,24
 Swoosh God ,Rap,32946,5021,292929,445,19
 RJ  OMMIO ,Rap,29960,4788,306334,241,5
 Captain Murphy Music ,Rap,27668,45702,2636601,6970,370
 Captain Murphy Music ,Rap,27668,9096,626401,1323,107
 Captain Murphy Music ,Rap,27668,5142,401935,720,76
 Captain Murphy Music ,Rap,27668,4828,402118,692,50
 mt. marcy ,Rap,27423,20417,882888,4060,363
 SIDEWALKS AND SKELETONS ,Rap,26426,8911,353664,1529,267
 Johnny Cinco ,Rap,25450,1894,105370,246,10
 falls ,Rap,25090,3052,112689,492,92
 finesse world® ,Rap,24978,4113,168030,324,13
 finesse world® ,Rap,24978,7328,403680,775,17
 finesse world® ,Rap,24978,16807,970390,1294,50
 finesse world® ,Rap,24978,9907,488756,821,23
 finesse world® ,Rap,24978,7891,431709,749,49
 finesse world® ,Rap,24978,44824,2290364,2447,151
 finesse world® ,Rap,24978,3534,204765,386,9
 finesse world® ,Rap,24977,3406,232811,367,6
 Kareful ,Rap,24968,8612,313431,2096,214
 Bourne Recordings ,Rap,24074,1372,16193,196,75
 haven ,Rap,22972,3833,162038,770,172
 Baka Not Nice ,Rap,22949,199942,14304445,18138,665
 GOLD ,Rap,21325,10742,547271,912,21
 GOLD ,Rap,21325,18129,809635,1795,37
 GOLD ,Rap,21325,4946,247195,500,17
 GOLD ,Rap,21325,7750,373731,819,40
 GOLD ,Rap,21325,8339,422355,606,55
 ANKA ,Rap,19929,5857,135774,1190,187
 CHRISFRESH808 ,Rap,19711,141936,8736194,6854,1625
 Noize ,Rap,18616,6428,316248,1026,118
 KAELIN ELLIS ,Rap,17628,1525,46798,228,49
 Elijah ,Rap,17323,6864,285798,1422,157
 sungodpxllz ,Rap,17289,19905,1154707,1841,64
 sungodpxllz ,Rap,17289,38355,2334753,2682,113
 KAY P ,Rap,16591,1733,86658,305,38
 ManMan Savage ,Rap,16234,447,20870,40,0
 ManMan Savage ,Rap,16234,2582,182309,241,15
 DJ ESCO ,Rap,15526,10201,911716,629,121
 blake skowron ,Rap,15236,7738,223062,1230,302
Skita,Rap,15232,3291,113381,902,125
 Tate Kobang ,Rap,14956,34840,1674454,6265,749
 DjFlippp ,Rap,14956,20826,1065569,2112,86
 COSMASTLY ,Rap,14853,2040,66970,331,55
 JACKNIFE ,Rap,14777,1374,17527,237,39
 MaxThaDemon ,Rap,14718,18809,1511770,441,178
 emo the optimist ,Rap,14464,4607,154647,1163,110
 ASAPILLZ ,Rap,14453,17924,880692,2040,64
 DJScreamTV ,Rap,14011,2349,170029,223,2
 Only Rap Hits ,Rap,13824,76337,4462757,6198,205
 TML ,Rap,13677,4953,157059,1169,79
 KEY NYATA ,Rap,13648,6624,262043,1444,28
 NGeeYL ,Rap,13613,3158,122117,171,42
 FREECRACK ,Rap,13160,5084,315309,324,22
 FREECRACK ,Rap,13160,9009,604528,623,32
 FREECRACK ,Rap,13160,11343,1219832,651,19
 Bassti ,Rap,12612,3856,234183,258,31
 PEARL WHITE ,Rap,12530,4020,146743,779,175
 EliFross TV ,Rap,12505,16357,1447445,334,155
 Just Red Up 2 ,Rap,12393,178239,13381912,16827,1864
 10.DEEP® ,Rap,12282,1394,56828,192,6
 goosetaf ,Rap,12024,660,18701,106,32
N/A,Rap,11997,1340,43781,197,54
 BLANDA ,Rap,11554,5740,187516,881,133
 FIVE FINGER POSSE ,Rap,11495,910,41197,110,13
 COSMIC BEATS ,Rap,11228,217,8053,42,7
 12 HONCHO ,Rap,11101,17589,1027831,1069,90
 Savage Squad Records ,Rap,11080,9421,774051,835,41
 Chinatown by Chinatown ,Rap,10767,10390,559947,871,24
 Callum Connor ,Rap,10734,11936,381539,2325,250
 878 Dreamteam ,Rap,9878,20957,1786079,2107,151
 878 Dreamteam ,Rap,9878,4182,385934,582,44
 YOPPA BAM ,Rap,9816,1500,88354,137,11
 YOPPA BAM ,Rap,9816,4465,187785,427,38
 Wade by Joe Moses ,Rap,8913,580,41006,39,3
 Lil B YT Collection ,Rap,8862,2394,130084,532,25
 019dexter ,Rap,8647,2134,126344,234,13
 kalko ,Rap,7991,5714,244252,856,131
 Kaizen ,Rap,7649,4083,120414,738,220
 chief. ,Rap,7352,1946,128438,242,47
 lc levi lowercase levi ,Rap,7282,2921,158273,400,16
 msft. ,Rap,7231,2094,33496,442,89
 SCREZ-IO ,Rap,7193,3821,62663,796,71
 @SpiffyGlobal ,Rap,7149,538,28367,58,1
 DiAmond Miller ,Rap,7101,1194,77763,162,19
 50STRONG RECORDS ,Rap,6638,57261,3428459,5635,213
 Big E ,Rap,6626,9922,469598,1220,18
 10KDunkin ,Rap,6581,1309,57823,93,13
 Henry AZ ,Rap,6215,1159,79693,112,10
 Hell Raiser ⛧ ,Rap,6126,74824,5415863,5318,118
 abnormalwill ,Rap,5730,13370,1180057,1869,141
 abnormalwill ,Rap,5730,10653,910151,2110,193
 abnormalwill ,Rap,5730,61604,4139180,3334,585
 Sharks ,Rap,5654,1244,19681,263,131
 LOUIEJAYXX ,Rap,5565,2602,27185,546,518
 JayTrackz ,Rap,5535,76246,5204071,9379,498
 MO-G ,Rap,5338,10851,854041,1200,59
 GUN40 ,Rap,5080,124,5387,11,1
 AR by AR ,Rap,4983,1437,57102,216,8
 RJMRLA ,Rap,4865,6652,426486,483,31
 TeeCee4800 ,Rap,4775,17236,1048380,1469,38
 Bluku Music ,Rap,4767,464,16655,84,5
 EVK95 ,Rap,4551,9484,530011,1055,33
 la flare ,Rap,4506,12752,734994,1562,22
 Spaceli Vietnam ,Rap,4490,180,9765,18,1
 al ,Rap,4179,822,42748,81,3
 Kotei ,Rap,3769,1841,60561,339,22
 Eskay ,Rap,3654,4492,266532,350,21
 Xscape ,Rap,3615,1501,71644,53,3
 Justin Rose ,Rap,3372,37350,2108670,4360,98
 BoogieFTS ,Rap,3302,324,24911,75,1
 DJ TOPGUN ,Rap,3171,633,33674,52,7
 PNUT HOE ,Rap,3118,183,7991,25,13
 Misc. Friend ,Rap,2557,90,2321,12,8
 Misc. Friend ,Rap,2557,272,6476,45,42
 NET VISION ,Rap,2553,867,28866,208,64
 ℋ Ⓤʁ†β☮ﻻAG ,Rap,2498,22111,1360878,1984,58
 GMEBE ,Rap,2489,21325,1584814,1504,124
 dream wave ,Rap,2464,155,6041,19,3
 ARSPAZZ ,Rap,2314,2369,166082,151,9
 Young Dpac ,Rap,2294,2844,180512,221,3
 ADUSTIO ,Rap,2242,1475,45888,338,24
 BinoTrax ,Rap,2143,8482,612479,902,40
 mrgmf360 ,Rap,2135,14049,771163,2999,201
 DooWop ,Rap,2114,2182,150267,169,6
 678 Seppe ,Rap,1989,3146,206278,366,11
 SinceWhen by JIMI ONO ,Rap,1921,2492,120864,225,34
 Sir Spyro by Shortybbk ,Rap,1895,5569,255837,946,45
 @ItsJahhhh ,Rap,1890,1804,111751,164,17
 ApTwoTone ,Rap,1860,12911,1213806,1000,37
 EXTRAGRAM$OLE ,Rap,1841,6563,390243,754,31
 shmurda - hot nigga kaluara rmx free by KAL ,Rap,1828,285,11392,72,17
 Rocko ,Rap,1815,18171,1440183,1676,19
 PLAYBOYS ,Rap,1782,1299,74548,195,11
 lil yu ,Rap,1764,274,18425,33,22
 Fresh Jones ,Rap,1726,76779,4938590,5769,178
 FRESCO ,Rap,1725,3864,225695,216,6
 surf gang ,Rap,1709,235,5006,26,5
 vintage. ,Rap,1681,727,23230,90,34
 OHNO ,Rap,1633,956,12975,231,51
 TraeDashBeatz ,Rap,1632,36905,3038737,4533,320
 soufeastscrewston713 ,Rap,1575,18400,1177184,1874,222
 Seperated My Self ,Rap,1565,19448,1500726,1855,141
 EVOLVING PUBLIC ,Rap,1565,29124,2186460,760,339
 LINKYY ,Rap,1511,195,3178,38,26
 $TN ,Rap,1503,3232,212024,96,14
 $TN ,Rap,1503,4896,305133,144,23
 - ＰＲＧＭＡＴ - ,Rap,1489,374,39958,43,71
 Clopraq ,Rap,1483,15624,1232963,2201,183
 Mrwillie2 ,Rap,1457,6468,653821,724,45
 𝙨𝙘𝙖𝙣𝙙𝙡𝙮𝙣𝙣. ,Rap,1445,4324,280732,118,49
 ERBS ,Rap,1398,368,11053,75,36
 Suave Santana ,Rap,1267,9653,696091,933,33
 Reel Bump ,Rap,1221,35,1143,6,1
 Reel Bump ,Rap,1221,25,1722,2,0
 Leaders Of The New Trap Sound ,Rap,1034,169,9393,21,2
 Bizarius ,Rap,1012,287,10189,28,21
 Mikey Dinero ,Rap,988,975,40675,169,20
 𝙇𝙀𝙊𝙏𝙍𝙄𝙓 ² ,Rap,986,1249,10285,304,246
 𝙇𝙀𝙊𝙏𝙍𝙄𝙓 ² ,Rap,986,1369,23940,165,51
 Capo ,Rap,972,557,26184,20,13
 qiymo130 ,Rap,945,24615,1759363,2237,58
 devilmusic ,Rap,939,161,2454,39,30
 Rozey Beatz ,Rap,936,8985,722752,822,40
 Rozey Beatz ,Rap,936,5465,360799,536,32
 HStreetRaps ,Rap,895,398,16872,54,3
 Pakbeloudradio ,Rap,834,15526,933990,2317,37
 Iso ,Rap,788,1701,98006,179,28
 GNSD ENT ,Rap,766,7723,573148,738,47
 LMOBMAROON ,Rap,759,154,8691,24,3
 @ProdbyVIP ,Rap,746,43018,2358952,2284,161
 💀 💘 ,Rap,743,870,38807,104,3
 TriggaMelo ,Rap,730,1574,112407,99,4
 Don Dirty ,Rap,706,1399,15769,336,305
 FrostTops Freezer ,Rap,701,3352,40427,760,220
 NewHipHop ,Rap,679,5612,405413,473,9
 dan streit ,Rap,667,261,9987,56,11
 POPULAIRE CLUB ,Rap,653,6798,374095,526,33
 The Next _ J ,Rap,651,4754,348537,357,35
 The Next _ J ,Rap,651,863,62944,102,6
 EverythingFlameBlue ,Rap,628,1470,87429,295,20
 Son Nen ,Rap,607,326,10563,64,4
 Laflame1017 ,Rap,603,283,25937,47,0
 LDevineMusic ,Rap,602,219,9770,27,9
 J Sand Geechie Dan ,Rap,602,13886,926120,1021,59
 guccistraps ,Rap,586,32899,1852026,2505,135
 Braoinean ,Rap,577,1189,57495,169,73
 SEMAJ ,Rap,550,227,7296,36,14
 Omar Hernandez 626 ,Rap,549,16842,1409956,1458,83
 coolquis_3 ,Rap,523,2900,179169,312,5
 coolquis_3 ,Rap,523,284,12098,53,1
 coolquis_3 ,Rap,523,828,48370,124,3
 KillaKay ,Rap,518,934,45719,96,0
 HARRISON ,Rap,514,1250,85423,49,34
 YUREI AYAKASHI ,Rap,505,438,5352,105,68
 Makaveli Majorrr ,Rap,495,141020,11457151,11936,828
 Ogawa ,Rap,484,19202,1378618,832,80
 WAYYVE ,Rap,483,6426,347782,308,31
 ZARI ,Rap,479,611,93766,217,19
 MrNcredible ,Rap,457,6733,520618,549,15
 UZOF ,Rap,438,74,5485,9,1
 ScrewHeadd214 ,Rap,431,12992,761663,1071,132
 NovaBright ,Rap,423,6986,237659,1289,53
 Music Productions #300 ,Rap,412,14197,1012794,1503,60
 LadiiB ,Rap,393,44207,2603539,3409,437
 king_almighty_3 ,Rap,367,3997,273590,389,11
 king_almighty_3 ,Rap,367,910,75145,121,3
 Shavonda Stamps ,Rap,352,21643,1398363,832,123
 PARADISE FM ,Rap,344,184,11319,14,0
 Jovon Mcdonald ,Rap,301,2411,163067,212,6
 serbishem ,Rap,294,4330,381602,256,31
 SPACESUPPLY ,Rap,292,778,60730,32,9
 T2KEnterprise ,Rap,287,10767,780112,1898,77
 whoiskegod ,Rap,282,392,20782,57,5
 Kelkidagreat ,Rap,282,7461,487536,455,24
 Kelkidagreat ,Rap,282,4591,295055,341,14
 crankies ,Rap,278,2222,155606,320,20
 ese_kasper2 ,Rap,249,675,50740,25,1
 ryan_callahan ,Rap,245,3319,369400,168,5
 kd ,Rap,245,36665,2009607,1468,106
 🌎* ,Rap,244,1537,80043,69,20
 TrevDogg45 ,Rap,236,882,59802,68,0
 ReddSmash ,Rap,222,437,25490,45,1
 Kahlil Wolf ,Rap,222,91,3192,11,9
 SIGG ,Rap,215,22167,1431248,1928,34
 Sprinter Boyz ,Rap,214,2676,137394,245,10
 Cash Cow Music ,Rap,214,2498,154862,133,100
 chaichi ,Rap,210,2489,170874,208,19
 The Inferno 🔥 ,Rap,203,53,2616,1,0
 Zag Master ,Rap,192,216,10891,17,1
 Zag Master ,Rap,192,729,29858,86,1
 hq ,Rap,148,1470,115241,41,27
 lillongschlong ,Rap,141,2110,108971,125,25
 DJ Gitloud ,Rap,129,13793,1096634,1123,77
 hackjanson ,Rap,123,8622,585762,728,23
 ahmarimulkey4 ,Rap,121,1763,167048,104,20
 cBass Prod. ,Rap,104,75,2830,17,4
 User 200286403 ,Rap,100,1796,127635,52,6
 User 200286403 ,Rap,100,1783,111902,57,8
 maseratipapi ,Rap,91,15328,811862,861,41
 sherbs ,Rap,90,406,11733,93,30
 swagonthesehoes ,Rap,88,11276,762484,531,39
 Shawn Tha Dawn ,Rap,76,1809,110287,53,7
 Ibrossmusic ,Rap,66,1489,126537,269,13
 haha ,Rap,47,7246,600902,373,23
 Bosco Santana ,Rap,47,3659,250379,576,22
 stop ,Rap,44,1731,114318,113,40
 JUJUnaal ,Rap,41,572,35325,58,4
 Roberto ,Rap,39,3317,237313,93,25
 NATE5G ,Rap,37,1244,53064,58,19
 VangoMusic ,Rap,34,884,83773,25,0
 Eman Spuda Gould ,Rap,34,3743,325341,382,10
 User 217060223 ,Rap,33,340,22966,4,6
 Notorious_Reef ,Rap,31,1928,154856,85,12
 Bokoesam ,Rap,30,271,12279,27,5
67254,Rap,25,1088,60405,89,1
 Volt Premiere ® ,Rap,23,619,36097,58,2
 Volt Premiere ® ,Rap,23,390,23959,21,1
 tdoenkbloc ,Rap,15,2164,159147,97,12
 Nxt Leg ,Rap,15,874,62139,24,7
 $teveTooThrowed ,Rap,11,1205,62078,42,10
