,Username,Followers,Likes,Plays,Reposts,Comments
915,[' @GloGangUpdates '],[21975],[19169],[1540740],[2941],[233]
916,[' Clopraq '],[1483],[15624],[1232963],[2201],[183]
917,[' TraeDashBeatz '],[1632],[36905],[3038737],[4533],[320]
918,[' Chief Keef '],[3776],[13463],[811521],[1109],[135]
919,[' Plugged Soundz '],[255982],[56098],[3479962],[5061],[205]
920,[' BRENMAR '],[45282],[17154],[1017403],[2319],[69]
921,[' THOUXANBANFAUNI '],[126488],[99557],[5847918],[8168],[364]
922,[' 21 Savage '],[1054330],[467620],[34217184],[23310],[2085]
923,[' Zag Master '],[192],[216],[10891],[17],[1]
924,[' Zag Master '],[192],[729],[29858],[86],[1]
925,[' mrgmf360 '],[2135],[14049],[771163],[2999],[201]
926,[' Lil B YT Collection '],[8862],[2394],[130084],[532],[25]
927,[' EverythingFlameBlue '],[628],[1470],[87429],[295],[20]
928,[' LilBTheBasedGod '],[37046],[5789],[248056],[1124],[187]
929,"[' Lil Yachty, RD, Lil Boat ']",[829482],[70829],[5500660],[7584],[233]
930,"[' Lil Yachty, RD, Lil Boat ']",[829482],[34376],[2975629],[3509],[90]
931,[' 50STRONG RECORDS '],[6638],[57261],[3428459],[5635],[213]
932,[' POLLARI '],[62051],[45642],[2701643],[4739],[146]
933,[' RJ  [OMMIO] '],[29960],[4788],[306334],[241],[5]
934,[' KEY! '],[110812],[15117],[713878],[2457],[56]
935,[' ApTwoTone '],[1860],[12911],[1213806],[1000],[37]
936,[' XavierWulf '],[357094],[44785],[2603491],[6171],[304]
937,[' RONNYJ '],[115097],[164722],[10718531],[12047],[935]
938,[' Larry League '],[40798],[17269],[1128984],[1983],[64]
939,[' lilcandypaint *Candypaint '],[33352],[16895],[1013534],[1467],[102]
940,"["" AR'SPAZZ ""]",[2314],[2369],[166082],[151],[9]
941,[' @GloGangUpdates '],[21975],[15849],[1114648],[2616],[112]
942,[' www.localsavage.com '],[3293],[260],[20563],[17],[1]
943,[' Ballout '],[274],[145],[8483],[23],[7]
944,[' YSB OG a.k.a Kane Grocerys '],[19521],[2463],[107626],[301],[20]
945,[' DJ SMOKEY 666 '],[80450],[3541],[161940],[482],[33]
946,[' B L A C K K R A Y '],[71333],[10312],[521030],[1067],[48]
947,[' Plugged Soundz '],[255982],[19707],[1282493],[1931],[188]
948,[' F1LTHY '],[18995],[3485],[169769],[372],[30]
949,[' GOLD '],[21325],[10742],[547271],[912],[21]
950,[' D Savage '],[167835],[44039],[3458801],[3973],[327]
951,[' Plugged Soundz '],[255982],[22782],[1499443],[1931],[68]
952,[' D Savage '],[167835],[79836],[6842654],[6873],[496]
953,[' k$upreme '],[80516],[16806],[922768],[1648],[156]
954,[' smokepurpp '],[618202],[63014],[4008807],[5729],[251]
955,[' UnoTheActivist '],[167700],[65653],[3560195],[5628],[206]
956,[' sungodpxllz '],[17289],[19905],[1154707],[1841],[64]
957,[' GNSD ENT '],[766],[7723],[573148],[738],[47]
958,[' coolquis_3 '],[523],[2900],[179169],[312],[5]
959,[' ATL SMOOK '],[18955],[2395],[178774],[249],[14]
960,[' ATL SMOOK '],[18955],[6119],[412210],[602],[30]
961,[' abnormalwill '],[5730],[10653],[910151],[2110],[193]
962,[''],[35749],[734],[38920],[104],[22]
963,[' TRiPPJONES '],[10794],[1080],[46043],[242],[31]
964,[' DAYSTAR AKA BIG CRACK PROVIDES CUTTTHROAT MUSIC '],[143],[499],[39048],[35],[2]
965,[' Chief_Keef '],[256],[1605],[119868],[75],[5]
966,[' KAY P '],[16591],[1733],[86658],[305],[38]
967,[' SBOY - THEHASHCLIQUE '],[6474],[1120],[44263],[182],[37]
968,[''],[35749],[3312],[166122],[499],[135]
969,[' BLADEE '],[72286],[11273],[653020],[1452],[268]
970,[' Future '],[9837167],[529494],[38432615],[36970],[1190]
971,[' XXXTENTACION '],[3985792],[205548],[18000880],[10098],[1617]
972,[' Bokoesam '],[30],[271],[12279],[27],[5]
973,[' Mike Labyrinth '],[7426],[1088],[41020],[191],[23]
974,[' abnormalwill '],[5730],[61604],[4139180],[3334],[585]
975,[' 2 Chainz '],[222383],[23533],[1490965],[2364],[93]
976,[' Rocko '],[1815],[18171],[1440183],[1676],[19]
977,[' Plugged Soundz '],[255982],[22949],[1231629],[2110],[166]
978,[' Migos '],[1166022],[2596212],[20470059],[168858],[28633]
979,[' NAV '],[580275],[571885],[44213420],[51120],[2233]
980,[' Plugged Soundz '],[255982],[44925],[2933217],[3610],[307]
981,[' Plugged Soundz '],[255982],[68907],[4854947],[4499],[308]
982,[' @BeatsByNav) by NAV '],[580275],[232175],[16823195],[22539],[1164]
983,[' @BeatsByNav) by NAV '],[580275],[397034],[29758697],[33170],[1134]
984,[' ChiefKeef '],[384864],[10366],[757814],[1393],[23]
985,[' ChiefKeef '],[384864],[17840],[1327839],[3868],[304]
986,[' ChiefKeef '],[384864],[113962],[7804796],[6273],[284]
987,[' Interscope Records '],[803614],[31307],[2162603],[3587],[187]
988,[' Plugged Soundz '],[255982],[13771],[1133984],[1134],[31]
989,[' Interscope Records '],[803614],[37477],[2624443],[4887],[322]
990,[' ChiefKeef '],[384864],[159833],[12052566],[15191],[2209]
991,[' Rich The Kid '],[498990],[111319],[7250020],[10320],[405]
992,[' Percocet '],[5253],[10638],[579603],[757],[31]
993,[' ChiefKeef '],[384864],[98061],[6127736],[6386],[486]
994,[' DJ Gitloud '],[129],[13793],[1096634],[1123],[77]
995,[' crankies '],[278],[2222],[155606],[320],[20]
996,[' Sonny Digital '],[138426],[29565],[1746891],[3078],[114]
997,[' Omar Hernandez 626 '],[549],[16842],[1409956],[1458],[83]
998,[' @GloGangUpdates '],[21975],[61738],[4723286],[9217],[612]
999,[' FREECRACK '],[13160],[11343],[1219832],[651],[19]
1000,[' tdoenkbloc '],[15],[2164],[159147],[97],[12]
1001,[' ChiefKeef '],[384864],[7984],[515276],[608],[29]
1002,[' Rozey Beatz '],[936],[5465],[360799],[536],[32]
1003,[' ChiefKeef '],[384864],[8577],[481321],[488],[20]
1004,[' SIGG '],[215],[22167],[1431248],[1928],[34]
1005,[' Percocet '],[5253],[55039],[2905194],[3254],[236]
1006,[' Murda Beatz '],[130051],[19986],[945997],[2510],[129]
1007,[' ChiefKeef '],[384864],[846543],[66612234],[58027],[6480]
1008,[' Ogawa '],[484],[19202],[1378618],[832],[80]
1009,[' playboicarti '],[772324],[154691],[9319709],[11587],[1272]
1010,[' playboicarti '],[772324],[194075],[29829329],[12848],[1358]
1011,[' finesse world® '],[24978],[7328],[403680],[775],[17]
1012,[' CoreyLingoBeats '],[6673],[17641],[1031860],[2189],[93]
1013,[' chaichi '],[210],[2489],[170874],[208],[19]
1014,[' finesse world® '],[24978],[16807],[970390],[1294],[50]
1015,[' finesse world® '],[24978],[9907],[488756],[821],[23]
1016,[' finesse world® '],[24978],[7891],[431709],[749],[49]
1017,[' finesse world® '],[24978],[44824],[2290364],[2447],[151]
1018,[' Knx.[ノレッジ] '],[156671],[7973],[364773],[1293],[207]
1019,[' CoreyLingoBeats '],[6673],[1264],[74585],[96],[5]
1020,[' The Hip Hop Wave '],[5936],[82497],[6433570],[3877],[200]
1021,[' KillaKay '],[518],[934],[45719],[96],[0]
1022,[' MilanMakesBeats '],[8199],[6589],[340620],[663],[35]
1023,[' Hell Raiser ⛧ '],[6126],[74824],[5415863],[5318],[118]
1024,[' Snoopy Dinero '],[8197],[60695],[5402433],[2957],[189]
1025,[' PLAYBOYS '],[1782],[1299],[74548],[195],[11]
1026,[' Smooky MarGielaa '],[45769],[9260],[549114],[860],[30]
1027,[' coolquis_3 '],[523],[284],[12098],[53],[1]
1028,[' 50 Cent '],[1727931],[180097],[10674992],[5249],[601]
1029,[' Leak God '],[353],[99],[8511],[7],[1]
1030,[' The Next _ J '],[651],[863],[62944],[102],[6]
1031,[' serbishem '],[294],[4330],[381602],[256],[31]
1032,[' Laflame1017 '],[603],[283],[25937],[47],[0]
1033,[' qiymo130 '],[945],[24615],[1759363],[2237],[58]
1034,[' BinoTrax '],[2143],[8482],[612479],[902],[40]
1035,[' WIFIGAWD AKA UPT SOULJAH '],[18548],[2239],[100269],[296],[47]
1036,[' whoiskegod '],[282],[392],[20782],[57],[5]
1037,[' Rap '],[21975],[311],[16583],[20],[0]
1038,[' 2 Chainz '],[222383],[392268],[26931610],[30908],[1132]
1039,[' Rich The Kid '],[498990],[13656],[851462],[1378],[70]
1040,[' DooWop '],[2114],[2182],[150267],[169],[6]
1041,[' EXTRAGRAM$OLE '],[1841],[6563],[390243],[754],[31]
1042,[' T.T.B. '],[51314],[71348],[4413932],[6160],[297]
1043,[' EVK95 '],[4551],[9484],[530011],[1055],[33]
1044,[' UnoTheActivist '],[167700],[35250],[1933177],[3744],[181]
1045,[' Rich The Kid '],[498990],[34146],[1852952],[3268],[183]
1046,[' Rich The Kid '],[498990],[154096],[10713875],[9512],[528]
1047,[' Rich The Kid '],[498990],[39760],[2579790],[3153],[142]
1048,[' 019dexter '],[8647],[2134],[126344],[234],[13]
1049,[' COSMASTLY '],[14853],[2040],[66970],[331],[55]
1050,[' playboicarti '],[772324],[175302],[11325484],[11186],[844]
1051,[' playboicarti '],[772324],[141598],[9092699],[8954],[761]
1052,[' Murda Beatz '],[130051],[102412],[5245102],[7291],[400]
1053,[' CHRISFRESH808 '],[19711],[141936],[8736194],[6854],[1625]
1054,[' sungodpxllz '],[17289],[38355],[2334753],[2682],[113]
1055,[' GOLD '],[21325],[18129],[809635],[1795],[37]
1056,[' smokepurpp '],[618203],[38048],[2210997],[3667],[226]
1057,[' coolquis_3 '],[523],[828],[48370],[124],[3]
1058,[' finesse world® '],[24978],[3534],[204765],[386],[9]
1059,[' D Savage '],[167835],[336450],[25481878],[25056],[1451]
1060,[' Hoodrich Pablo Juan '],[93955],[6281],[469650],[454],[17]
1061,[' DJScreamTV '],[14011],[2349],[170029],[223],[2]
1062,[' Hoodrich Pablo Juan '],[93955],[4876],[400762],[312],[11]
1063,[' Danny Wolf & Soldado] by Hoodrich Pablo Juan '],[93955],[5095],[304103],[516],[12]
1064,[' Hoodrich Pablo Juan '],[93955],[2127],[171406],[154],[9]
1065,[' Hoodrich Pablo Juan '],[93955],[4131],[309281],[272],[9]
1066,[' Hoodrich Pablo Juan '],[93955],[1742],[111121],[158],[4]
1067,[' Hoodrich Pablo Juan '],[93955],[1871],[118469],[210],[6]
1068,[' @ProdbyVIP '],[746],[43018],[2358952],[2284],[161]
1069,[' PARADISE FM '],[344],[184],[11319],[14],[0]
1070,[' NewHipHop '],[679],[5612],[405413],[473],[9]
1071,[' B L A C K K R A Y '],[71334],[3223],[152123],[324],[23]
1072,[' Nard & B) by 24hrs '],[104043],[64504],[3511945],[2],[212]
1073,[' Vlone Money Team (VMT) '],[4223],[8024],[448343],[988],[24]
1074,[' Drugrixh Peso '],[10694],[9791],[556961],[1072],[46]
1075,[' hackjanson '],[123],[8622],[585762],[728],[23]
1076,[' Swoosh God '],[32946],[13227],[690053],[1174],[24]
1077,[' Swoosh God '],[32946],[5021],[292929],[445],[19]
1078,[' Jay Critch '],[189524],[41027],[2412305],[2829],[60]
1079,[' LifeOfDesiigner '],[278162],[145360],[10645662],[10064],[1015]
1080,[' Smooky MarGielaa '],[45769],[12210],[764271],[902],[35]
1081,[' Bankroll Fresh '],[65339],[467095],[33154610],[30940],[1686]
1082,[' 24hrs '],[104043],[116374],[5786762],[15005],[368]
1083,[' 24hrs '],[104043],[17551],[947677],[2579],[125]
1084,[' Young_Dolph '],[111627],[326705],[23226255],[22566],[1002]
1085,[' Plugged Soundz '],[255982],[43236],[2660879],[3600],[343]
1086,[' LadiiB '],[393],[44207],[2603539],[3409],[437]
1087,[' Young Dolph '],[131995],[68131],[4494994],[2892],[78]
1088,[' Future '],[9837167],[12345],[1087483],[1123],[100]
1089,[' Future '],[9837167],[7881],[832695],[581],[30]
1090,[' Future '],[9837167],[242151],[19382484],[15760],[2066]
1091,[' Future '],[9837167],[41911],[3509322],[2771],[160]
1092,[' Future '],[9837167],[11936],[1173784],[849],[30]
1093,[' Future '],[9837167],[14804],[1383090],[1085],[53]
1094,[' Justin Rose '],[3372],[37350],[2108670],[4360],[98]
1095,[' la flare '],[4506],[12752],[734994],[1562],[22]
1096,[' Percocet '],[5253],[16520],[980035],[1265],[76]
1097,[' Chinatown] by Chinatown '],[10767],[10390],[559947],[871],[24]
1098,[' swagonthesehoes '],[88],[11276],[762484],[531],[39]
1099,[' Notorious_Reef '],[31],[1928],[154856],[85],[12]
1100,[' [POPULAIRE CLUB] '],[653],[6798],[374095],[526],[33]
1101,[' maseratipapi '],[91],[15328],[811862],[861],[41]
1102,[' Drugrixh Peso '],[10694],[3667],[254180],[290],[11]
1103,[' Volt Premiere ® '],[23],[619],[36097],[58],[2]
1104,[' Young Chop '],[67101],[135860],[9719622],[7702],[488]
1105,[' Future '],[9837167],[9394],[893110],[858],[36]
1106,[' Xscape '],[3615],[1501],[71644],[53],[3]
1107,[' Young Chop '],[67101],[643],[42495],[59],[4]
1108,[' Volt Premiere ® '],[23],[390],[23959],[21],[1]
1109,[' Reel Bump '],[1221],[35],[1143],[6],[1]
1110,[' Reel Bump '],[1221],[25],[1722],[2],[0]
1111,[' NAV '],[580275],[347415],[33170315],[9685],[3212]
1112,[' NECRO OFFICIAL PAGE '],[11432],[5132],[297328],[375],[57]
1113,[' gawd '],[2400],[192],[4982],[42],[20]
1114,[' Rich The Kid '],[498989],[25662],[1910298],[1685],[70]
1115,[' Rich The Kid '],[498989],[266394],[18759958],[19127],[825]
1116,[' Rich The Kid '],[498989],[60067],[3749090],[4592],[157]
1117,[' LUCKI '],[142971],[8058],[670171],[653],[28]
1118,[' LUCKI '],[142971],[28295],[1924189],[3129],[282]
1119,[' LUCKI '],[142971],[9565],[769822],[810],[15]
1120,[' LUCKI '],[142971],[6793],[606984],[605],[24]
1121,[' LIL UZI VERT '],[2277993],[438382],[31995680],[33446],[4394]
1122,[' yung gleesh '],[38807],[34525],[1609291],[3472],[209]
1123,[' yung gleesh '],[38807],[9038],[376457],[1150],[29]
1124,[' yung gleesh '],[38807],[6260],[297616],[993],[34]
1125,[' Captain Murphy Music '],[27668],[45702],[2636601],[6970],[370]
1126,[' Captain Murphy Music '],[27668],[9096],[626401],[1323],[107]
1127,[' Captain Murphy Music '],[27668],[5142],[401935],[720],[76]
1128,[' Captain Murphy Music '],[27668],[4828],[402118],[692],[50]
1129,[' HStreetRaps '],[895],[398],[16872],[54],[3]
1130,[' Kodak Black '],[1292278],[18789],[2457524],[1086],[59]
1131,[': Eliott Trent] by Trippie Redd\x7f '],[1298038],[35882],[2286902],[1729],[189]
1132,[' AR) by AR '],[4983],[1437],[57102],[216],[8]
1133,[' Deemed '],[14848],[202],[5960],[36],[14]
1134,[' Future '],[9837167],[133857],[11186881],[9777],[250]
1135,[' Future '],[9837167],[466155],[38664824],[34577],[903]
1136,[' Future '],[9837167],[1750],[167451],[110],[6]
1137,[' Future '],[9837167],[10108],[814963],[752],[25]
1138,[' Future '],[9837167],[6726],[530891],[496],[10]
1139,[' Future '],[9837167],[6910],[715736],[532],[64]
1140,[' LIL UZI VERT '],[2277993],[546223],[46533924],[37006],[4418]
1141,[' GloHan Beats) by LIL UZI VERT '],[2277993],[150931],[12144835],[7556],[979]
1142,[' ASAPILLZ '],[14453],[17924],[880692],[2040],[64]
1143,[' DjFlippp '],[14956],[20826],[1065569],[2112],[86]
1144,[' CoreyLingoBeats '],[6673],[9098],[458367],[857],[48]
1145,[' GOLD '],[21325],[4946],[247195],[500],[17]
1146,[' JuggGems '],[4696],[26992],[1574823],[1795],[171]
1147,[' Jay Critch '],[189524],[25629],[1565179],[1645],[55]
1148,[' JuggGems '],[4696],[5008],[277844],[354],[8]
1149,[' GOLD '],[21325],[7750],[373731],[819],[40]
1150,[' GOLD '],[21325],[8339],[422355],[606],[55]
1151,[' - ＰＲＧＭＡＴ - '],[1489],[374],[39958],[43],[71]
1152,[' Bluku Music '],[4767],[464],[16655],[84],[5]
1153,[' Kotei '],[3769],[1841],[60561],[339],[22]
1154,[' Sir Spyro) by Shortybbk '],[1895],[5569],[255837],[946],[45]
1155,[' Shavonda Stamps '],[352],[21643],[1398363],[832],[123]
1156,[' Kelkidagreat '],[282],[7461],[487536],[455],[24]
1157,[' Kelkidagreat '],[282],[4591],[295055],[341],[14]
1158,[' DJ Screw Mixtapes '],[18575],[2462],[144510],[312],[44]
1159,[' DJ Screw Mixtapes '],[18575],[1424],[83772],[219],[13]
1160,[' DJ Screw Mixtapes '],[18575],[1011],[63217],[114],[6]
1161,[' JUJUnaal '],[41],[572],[35325],[58],[4]
1162,[' ese_kasper2 '],[249],[675],[50740],[25],[1]
1163,[' ScrewHeadd214 '],[431],[12992],[761663],[1071],[132]
1164,[' J Sand (Geechie Dan) '],[602],[13886],[926120],[1021],[59]
1165,[' Hoodrich Pablo Juan '],[93955],[7464],[399180],[790],[33]
1166,[' DJ ESCO '],[15526],[10201],[911716],[629],[121]
1167,[' Hoodrich Pablo Juan '],[93955],[4406],[216387],[506],[16]
1168,[' Deemed '],[14848],[5576],[242764],[730],[22]
1169,[' - Still Hitting Licks (Prod. By 808 Pesos..Baby) by Produced By PesosBaby '],[2604],[95670],[7578732],[6118],[322]
1170,[' KAELIN ELLIS '],[17628],[1525],[46798],[228],[49]
1171,[' playboicarti '],[772323],[48209],[3114054],[3982],[344]
1172,[' playboicarti '],[772323],[81587],[5559480],[6074],[427]
1173,[' Plugged Soundz '],[255982],[6452],[268887],[624],[12]
1174,[' Sonny Digital by 21 Savage '],[1054331],[699904],[51291317],[34733],[5334]
1175,[' ryan_callahan '],[245],[3319],[369400],[168],[5]
1176,[' Plugged Soundz '],[255982],[5489],[233166],[566],[20]
1177,[' OTWGBEATS '],[2484],[2628],[163298],[289],[7]
1178,[' Plugged Soundz '],[255982],[25678],[1616102],[2143],[82]
1179,[' Dirty__Vans '],[8253],[7736],[585985],[790],[50]
1180,[' UnoTheActivist '],[167699],[77503],[4484547],[6978],[287]
1181,[' Deemed '],[14848],[273],[8900],[62],[11]
1182,[' Plugged Soundz '],[255982],[19414],[1256027],[1356],[40]
1183,[' Plugged Soundz '],[255982],[2727],[200767],[209],[3]
1184,[' Plugged Soundz '],[255982],[3129],[197081],[201],[3]
1185,[' yung gleesh '],[38807],[6026],[382704],[658],[22]
1186,[' KirbLaGoop '],[27208],[3670],[159800],[624],[72]
1187,[' yung gleesh '],[38807],[1292],[95880],[155],[8]
1188,[' Migos '],[1166022],[377943],[28623849],[19604],[1260]
1189,[' Migos '],[1166022],[114893],[7863564],[17570],[1050]
1190,[' smokepurpp '],[618201],[865738],[73942709],[43208],[7801]
1191,[' smokepurpp '],[618201],[462656],[43905234],[23501],[3389]
1192,[' ChiefKeef '],[384864],[1200],[86264],[110],[7]
1193,[' T.T.B. '],[51314],[40978],[2366944],[2907],[195]
1194,[' @GloGangUpdates '],[21975],[4155],[279702],[587],[18]
1195,[' T.T.B. '],[51314],[17567],[855093],[1516],[44]
1196,[' Plugged Soundz '],[255982],[8018],[367725],[673],[11]
1197,[' @GloGangUpdates '],[21975],[3991],[334340],[1116],[102]
1198,[' Plugged Soundz '],[255982],[8218],[567204],[502],[13]
1199,[' @GloGangUpdates '],[21975],[6840],[570571],[1070],[34]
1200,[' Plugged Soundz '],[255982],[3526],[226552],[245],[4]
1201,[' Shabazz PBG '],[21749],[7228],[477048],[506],[30]
1202,[' Shabazz PBG '],[21749],[21620],[1729187],[1224],[91]
1203,[' ChiefKeef '],[384864],[401],[29719],[25],[5]
1204,[' ChiefKeef '],[384864],[406],[31156],[20],[2]
1205,[' BLADEE '],[72286],[10688],[599880],[1222],[202]
1206,[' 50Trax '],[9032],[47007],[3084844],[4441],[212]
